Actual,Predicted,Anomaly_Score
DoS Hulk,ATTACK,-0.16129070659843203
DoS Hulk,ATTACK,-0.16129070659843203
DoS Hulk,ATTACK,-0.16129070659843203
DoS Hulk,ATTACK,-0.16129070659843203
DoS Hulk,ATTACK,-0.16129070659843203
DoS Hulk,ATTACK,-0.16129070659843203
DoS Hulk,ATTACK,-0.16129070659843203
DoS Hulk,ATTACK,-0.16129070659843203
BENIGN,ATTACK,-0.1612901958411994
DDoS,ATTACK,-0.16128867688484283
DDoS,ATTACK,-0.16128773912788896
BENIGN,ATTACK,-0.16128709118246254
BENIGN,ATTACK,-0.16128377870852717
DoS Hulk,ATTACK,-0.1612791304767155
DoS Hulk,ATTACK,-0.1612791304767155
BENIGN,ATTACK,-0.1612741945493288
BENIGN,ATTACK,-0.16126186575948265
DoS Hulk,ATTACK,-0.161252840217064
DDoS,ATTACK,-0.16124326061870997
DoS Hulk,ATTACK,-0.1611377099156469
DDoS,ATTACK,-0.16112155556198227
DDoS,ATTACK,-0.16112155556198227
DDoS,ATTACK,-0.16112155556198227
DDoS,ATTACK,-0.16112155556198227
DDoS,ATTACK,-0.16112155556198227
BENIGN,ATTACK,-0.16110311864113713
BENIGN,ATTACK,-0.16107796533059193
DoS Hulk,ATTACK,-0.1610335759945316
DoS Hulk,ATTACK,-0.1610335759945316
DoS Hulk,ATTACK,-0.1610335759945316
DoS Hulk,ATTACK,-0.1610335759945316
DoS Hulk,ATTACK,-0.1610335759945316
DoS Hulk,ATTACK,-0.1610335759945316
BENIGN,ATTACK,-0.16101809855309135
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DoS Hulk,ATTACK,-0.1610166518568098
DDoS,ATTACK,-0.16098764149788136
DDoS,ATTACK,-0.16098764149788136
DDoS,ATTACK,-0.16098764149788136
DDoS,ATTACK,-0.16094638295392427
DoS Hulk,ATTACK,-0.1609388647215837
DoS Hulk,ATTACK,-0.1609388647215837
DDoS,ATTACK,-0.16093078183036058
DoS Hulk,ATTACK,-0.1609156101238417
DoS Hulk,ATTACK,-0.1609156101238417
BENIGN,ATTACK,-0.16091166603735985
DoS Hulk,ATTACK,-0.1609097682684859
DoS Hulk,ATTACK,-0.16089819881522616
DDoS,ATTACK,-0.1608928891357867
DDoS,ATTACK,-0.1608928891357867
DDoS,ATTACK,-0.1608928891357867
DDoS,ATTACK,-0.1608928891357867
DDoS,ATTACK,-0.1608928891357867
DDoS,ATTACK,-0.16088632733028907
BENIGN,ATTACK,-0.16088301302554242
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087253121404343
DoS Hulk,ATTACK,-0.16087200487813047
BENIGN,ATTACK,-0.16087183474851496
DDoS,ATTACK,-0.1608623496201509
DDoS,ATTACK,-0.1608623496201509
DDoS,ATTACK,-0.1608623496201509
BENIGN,ATTACK,-0.16085114679477985
DoS Hulk,ATTACK,-0.16084927895019208
DoS Hulk,ATTACK,-0.16084927895019208
DoS Hulk,ATTACK,-0.16084927895019208
DoS Hulk,ATTACK,-0.16084927895019208
DoS Hulk,ATTACK,-0.16084927895019208
BENIGN,ATTACK,-0.16084366788453708
DoS Hulk,ATTACK,-0.16084343768113973
DoS Hulk,ATTACK,-0.16084343768113973
DoS Hulk,ATTACK,-0.16084343768113973
DoS Hulk,ATTACK,-0.16084343768113973
DoS Hulk,ATTACK,-0.16084343768113973
DoS Hulk,ATTACK,-0.16084343768113973
DoS Hulk,ATTACK,-0.16084343768113973
DoS Hulk,ATTACK,-0.16083186938901972
DoS Hulk,ATTACK,-0.16083186938901972
DoS Hulk,ATTACK,-0.16083186938901972
BENIGN,ATTACK,-0.16081605283363343
DDoS,ATTACK,-0.1607960237918611
BENIGN,ATTACK,-0.16074374029965421
BENIGN,ATTACK,-0.16073837713635286
BENIGN,ATTACK,-0.16072925228230783
BENIGN,ATTACK,-0.16071246960746743
DoS Hulk,ATTACK,-0.16069054447880582
DoS Hulk,ATTACK,-0.16069054447880582
DoS Hulk,ATTACK,-0.16068390387767617
DoS Hulk,ATTACK,-0.16068390387767617
DoS Hulk,ATTACK,-0.16068390387767617
DoS Hulk,ATTACK,-0.16068390387767617
DoS Hulk,ATTACK,-0.16068390387767617
DoS Hulk,ATTACK,-0.16068390387767617
DDoS,ATTACK,-0.160681326303601
DDoS,ATTACK,-0.16067440105125919
DDoS,ATTACK,-0.16067440105125919
DDoS,ATTACK,-0.16067440105125919
BENIGN,ATTACK,-0.16062742361531457
DoS Hulk,ATTACK,-0.1606023775265536
DDoS,ATTACK,-0.16058170249546344
BENIGN,ATTACK,-0.1605712862180989
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DoS Hulk,ATTACK,-0.16056956829849256
DDoS,ATTACK,-0.16054057756093743
DDoS,ATTACK,-0.16054057756093743
DoS Hulk,ATTACK,-0.1605335716236056
DoS Hulk,ATTACK,-0.1605335716236056
DoS Hulk,ATTACK,-0.16053219775880112
DoS Hulk,ATTACK,-0.1605103312857724
BENIGN,ATTACK,-0.16049312589874387
DoS Hulk,ATTACK,-0.1604918337751774
DoS Hulk,ATTACK,-0.1604918337751774
DoS Hulk,ATTACK,-0.1604918337751774
DoS Hulk,ATTACK,-0.1604918337751774
DoS Hulk,ATTACK,-0.1604918337751774
DoS Hulk,ATTACK,-0.16048248619596495
DoS Hulk,ATTACK,-0.16048248619596495
DoS Hulk,ATTACK,-0.16046859490585652
DoS Hulk,ATTACK,-0.16046859490585652
DoS Hulk,ATTACK,-0.16046859490585652
DoS Hulk,ATTACK,-0.1604672787923127
DoS Hulk,ATTACK,-0.16046565594389095
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
DoS Hulk,ATTACK,-0.16045119537350983
BENIGN,ATTACK,-0.1604307907707473
DoS Hulk,ATTACK,-0.1604258633151826
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.16042554513280127
DoS Hulk,ATTACK,-0.1604176863769643
DDoS,ATTACK,-0.16041537042530596
DDoS,ATTACK,-0.16041537042530596
DDoS,ATTACK,-0.16041537042530596
DDoS,ATTACK,-0.16041537042530596
DoS Hulk,ATTACK,-0.1603964712775262
DoS Hulk,ATTACK,-0.1603964712775262
DoS Hulk,ATTACK,-0.1603964712775262
BENIGN,ATTACK,-0.16039180552487264
DoS Hulk,ATTACK,-0.16038491080970718
DoS Hulk,ATTACK,-0.16038491080970718
DoS Hulk,ATTACK,-0.16038491080970718
DoS Hulk,ATTACK,-0.16038491080970718
DoS Hulk,ATTACK,-0.16038491080970718
DoS Hulk,ATTACK,-0.16038491080970718
DoS Hulk,ATTACK,-0.16037323576345763
DoS Hulk,ATTACK,-0.16037323576345763
DoS Hulk,ATTACK,-0.16035865610125655
DDoS,ATTACK,-0.16034908945698634
BENIGN,ATTACK,-0.16034194771225496
DDoS,ATTACK,-0.1603281654405112
DoS Hulk,ATTACK,-0.1603186328983921
DoS Hulk,ATTACK,-0.160317791607281
BENIGN,ATTACK,-0.16027501786288978
BENIGN,ATTACK,-0.1602285597875982
DDoS,ATTACK,-0.160227548976835
DDoS,ATTACK,-0.160227548976835
DDoS,ATTACK,-0.160227548976835
DDoS,ATTACK,-0.160227548976835
DDoS,ATTACK,-0.160227548976835
DDoS,ATTACK,-0.160227548976835
DoS Hulk,ATTACK,-0.16015306944334362
BENIGN,ATTACK,-0.16013850000229202
DoS Hulk,ATTACK,-0.16012278712848516
DoS Hulk,ATTACK,-0.16012278712848516
DoS Hulk,ATTACK,-0.16012278712848516
DDoS,ATTACK,-0.1601130597972128
DDoS,ATTACK,-0.16009381599903227
BENIGN,ATTACK,-0.1600622276653878
DDoS,ATTACK,-0.16005888402472013
DDoS,ATTACK,-0.16005888402472013
DDoS,ATTACK,-0.16005888402472013
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.1600451051814964
DoS Hulk,ATTACK,-0.16003576392458918
DoS Hulk,ATTACK,-0.16002188202995882
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.1600044942659159
DoS Hulk,ATTACK,-0.15999282594510877
DoS Hulk,ATTACK,-0.15999282594510877
DoS Hulk,ATTACK,-0.15999282594510877
DoS Hulk,ATTACK,-0.15999282594510877
BENIGN,ATTACK,-0.15998410346395908
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DoS Hulk,ATTACK,-0.15997886137393957
DDoS,ATTACK,-0.1599773647039513
DoS Hulk,ATTACK,-0.159971007933431
DoS Hulk,ATTACK,-0.159971007933431
DoS Hulk,ATTACK,-0.159971007933431
DoS Hulk,ATTACK,-0.159971007933431
DoS Hulk,ATTACK,-0.159971007933431
DDoS,ATTACK,-0.15996869354818377
DDoS,ATTACK,-0.15996869354818377
DoS Hulk,ATTACK,-0.15994980718298413
DoS Hulk,ATTACK,-0.15994980718298413
DoS Hulk,ATTACK,-0.15994980718298413
DoS Hulk,ATTACK,-0.15994980718298413
DoS Hulk,ATTACK,-0.15993825453417387
DoS Hulk,ATTACK,-0.15993825453417387
DoS Hulk,ATTACK,-0.15993825453417387
DoS Hulk,ATTACK,-0.15992721519336195
DoS Hulk,ATTACK,-0.15992658738442922
DoS Hulk,ATTACK,-0.15991201758329188
DDoS,ATTACK,-0.15990245740949305
BENIGN,ATTACK,-0.159880954282553
BENIGN,ATTACK,-0.1598791144772238
BENIGN,ATTACK,-0.15985160641578156
BENIGN,ATTACK,-0.15983837291217384
DoS Hulk,ATTACK,-0.15979712073163044
DDoS,ATTACK,-0.1597809991341549
DDoS,ATTACK,-0.1597809991341549
DDoS,ATTACK,-0.1597809991341549
DDoS,ATTACK,-0.1597809991341549
BENIGN,ATTACK,-0.15974503639433002
DDoS,ATTACK,-0.159688425930677
DoS Hulk,ATTACK,-0.15967630814226497
DoS Hulk,ATTACK,-0.15967630814226497
BENIGN,ATTACK,-0.15967113597310223
DDoS,ATTACK,-0.15966658739014583
DoS Hulk,ATTACK,-0.15966488438367166
DoS Hulk,ATTACK,-0.15966488438367166
DDoS,ATTACK,-0.15964735660765217
DDoS,ATTACK,-0.15964735660765217
DDoS,ATTACK,-0.15964735660765217
DDoS,ATTACK,-0.15964735660765217
DoS Hulk,ATTACK,-0.15964036014415173
DoS Hulk,ATTACK,-0.15963898813716626
BENIGN,ATTACK,-0.159617945140746
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15959867873604228
DoS Hulk,ATTACK,-0.15958495882291346
DoS Hulk,ATTACK,-0.15957547129165695
DoS Hulk,ATTACK,-0.15956964128183349
DoS Hulk,ATTACK,-0.15956964128183349
DDoS,ATTACK,-0.15956773176514483
DoS Hulk,ATTACK,-0.1595580952879584
DoS Hulk,ATTACK,-0.1595580952879584
DoS Hulk,ATTACK,-0.1595580952879584
DDoS,ATTACK,-0.159552796374958
DoS Hulk,ATTACK,-0.15954643485910736
DoS Hulk,ATTACK,-0.15954643485910736
DoS Hulk,ATTACK,-0.15954643485910736
DoS Hulk,ATTACK,-0.15954643485910736
DoS Hulk,ATTACK,-0.15954643485910736
DoS Hulk,ATTACK,-0.15954643485910736
BENIGN,ATTACK,-0.1595339271678342
BENIGN,ATTACK,-0.1595336195080137
DoS Hulk,ATTACK,-0.15953247973298035
DoS Hulk,ATTACK,-0.15953247973298035
DoS Hulk,ATTACK,-0.15953247973298035
DoS Hulk,ATTACK,-0.15953247973298035
DoS Hulk,ATTACK,-0.15953247973298035
DoS Hulk,ATTACK,-0.15953247973298035
DoS Hulk,ATTACK,-0.15953247973298035
DoS Hulk,ATTACK,-0.15953247973298035
DDoS,ATTACK,-0.15952231878430956
DDoS,ATTACK,-0.15952231878430956
DDoS,ATTACK,-0.15952231878430956
DDoS,ATTACK,-0.15952231878430956
DoS Hulk,ATTACK,-0.15950927461775322
DoS Hulk,ATTACK,-0.15950344519304427
DoS Hulk,ATTACK,-0.15950344519304427
DoS Hulk,ATTACK,-0.15950344519304427
DoS Hulk,ATTACK,-0.159492413125653
DoS Hulk,ATTACK,-0.15949190035795457
DoS Hulk,ATTACK,-0.15946525214149687
DDoS,ATTACK,-0.1594342965944805
DoS Hulk,ATTACK,-0.15938771009495112
DDoS,ATTACK,-0.15937641080426157
BENIGN,ATTACK,-0.15935282013175478
DDoS,ATTACK,-0.15933475131880193
DDoS,ATTACK,-0.15933475131880193
DDoS,ATTACK,-0.15933475131880193
BENIGN,ATTACK,-0.15933415569912068
BENIGN,ATTACK,-0.15933021873540176
BENIGN,ATTACK,-0.15927542345704027
DDoS,ATTACK,-0.15925255120485537
DDoS,ATTACK,-0.15925255120485537
DoS Hulk,ATTACK,-0.15924910120857916
BENIGN,ATTACK,-0.15924549931403553
DDoS,ATTACK,-0.15924224072790283
DDoS,ATTACK,-0.15924224072790283
